Categoria,Precio,Nombre_Perfume,Marca,Nombre_Cliente,Apellido_Cliente,Edad,Sexo,Fecha_Compra,Email,Cesta
Unisex,197
Mujer,51
Hombre,129
Mujer,89
Unisex,164
Hombre,187
Hombre,114
Hombre,128
Mujer,98
Hombre,99
Unisex,198
Hombre,178
Unisex,102
Mujer,79
Mujer,94
Hombre,175
Hombre,178
Unisex,170
Unisex,159
Unisex,87
Hombre,55
Unisex,162
Unisex,129
Mujer,118
Mujer,75
Mujer,142
Hombre,82
Mujer,172
Hombre,108
Mujer,108
Hombre,69
Mujer,132
Hombre,50
Unisex,59
Hombre,157
Mujer,166
Hombre,104
Mujer,167
Hombre,92
Hombre,65
Mujer,132
Hombre,61
Mujer,86
Mujer,130
Unisex,186
Hombre,73
Hombre,118
Unisex,96
Unisex,184
Unisex,192
Unisex,177
Hombre,147
Hombre,152
Unisex,175
Hombre,153
Mujer,104
Unisex,167
Unisex,196
Unisex,131
Mujer,109
Unisex,182
Hombre,136
Mujer,158
Mujer,143
