Categoria,Precio,Nombre_Perfume,Marca,Nombre_Cliente,Apellido_Cliente,Edad,Fecha_Compra,Email,Total,Cesta
Hombre,335,Le Beau Le Parfum,Bad Boy Elixir,Fernando,Rodriguez,57,2024-01-05,vacosta@example.org,487,1
Hombre,348,Uomo Born In Roma - Valentino,Georgio Armani,Jaime,Lopez,65,2024-01-05,sol54@example.com,254,11
Hombre,179,K,Prada,Xavier,Hartmann,84,2024-02-16,bbaez@example.org,114,9
Hombre,326,MYSLF,Ralph Laure,Jorge,Schulze,83,2024-02-18,cadenasencarna@example.net,862,12
Hombre,673,Cedrat Boise Intense,Prada,Adrian,Schmitt,57,2024-02-27,ramosrosenda@example.com,806,4
Hombre,310,The one homme,Bad Boy Elixir,David,Schafer,47,2024-02-27,xpacheco@example.org,705,3
Hombre,152,Gentleman intense,Bad Boy Elixir,Alberto,Servantes,90,2024-02-19,joaquina51@example.net,426,5
Hombre,452,MYSLF,Carolina Herrera,Pedro,Galia,36,2024-01-11,qriera@example.net,465,4
Hombre,296,Le Male Elixir,Ralph Laure,Roberto,Kruger,67,2024-01-19,acedopriscila@example.org,36,8
Hombre,166,Le Beau Paradise Garden,Bad Boy Elixir,Andres,Gonzalez,46,2024-02-16,javierasans@example.com,812,12
Hombre,448,Y men EDT - Yves Saint Laurent,Thierry Mugler,Adrian,Fittigi,67,2024-01-15,joaquinaramirez@example.org,761,5
Hombre,90,La nuit de l homme,Valentino,Gonzalo,Schmitz,58,2024-01-09,campscarlota@example.com,536,5
Hombre,688,K,Bad Boy Elixir,Adrian,Schmidt,39,2024-01-23,mlopez@example.net,644,10
Hombre,636,Eros Homme,Prada,Jaime,Fernandez,27,2024-02-17,veronicacastaneda@example.net,644,4
Hombre,331,Armani Code EDP,Prada,Alfredo,Schwarz,33,2024-02-17,gonifrancisca@example.net,348,10
Hombre,666,Dior Homme,Georgio Armani,Joaquin,Lange,41,2024-01-04,sonia53@example.net,740,4
Hombre,150,Dior Homme,Prada,Gonzalo,Schmidt,55,2024-02-13,fcazorla@example.org,925,1
Hombre,389,Y EDP - Yves Saint Laurent,Prada,Alberto,Diaz,64,2024-02-10,alealarcon@example.com,488,8
Hombre,449,Luna Rosa Ocean,Ralph Laure,Sergio,Wolf,63,2024-02-02,borja83@example.com,789,4
Hombre,165,Cool water,Valentino,Adrian,Hoffmann,44,2024-02-27,dulcevicente@example.org,921,10
Hombre,648,Toy Boy - Moschino,Paco Rabanne,Sergio,Wolf,34,2024-02-26,vicenta59@example.com,498,1
Hombre,237,Sauvage Elixir,Georgio Armani,Eduardo,Schulz,35,2024-01-11,alfonso45@example.net,427,9
Hombre,371,Y men EDT - Yves Saint Laurent,Adolfo Dominguez,Ruben,Schmitz,29,2024-01-13,canetebernardo@example.org,418,2
Hombre,249,Cedrat Boise Intense,Paco Rabanne,Sergio,Braun,85,2024-02-24,herviaoscar@example.org,165,9
Hombre,59,Boss the scent,Adolfo Dominguez,Alberto,Kuhdi,89,2024-01-01,cabezasalome@example.net,122,12
Hombre,317,Uomo Born In Roma - Valentino,Paco Rabanne,David,Hofmann,84,2024-01-07,wcuenca@example.com,672,12
Hombre,320,Le Male Parfum,Paco Rabanne,Alberto,Hoffmann,86,2024-01-27,scasals@example.net,915,7
Hombre,592,Fahrenheit,Hugo Boss,Jorge,Martinez,77,2024-01-12,uroma@example.org,340,8
Hombre,259,Le Beau Paradise Garden,Prada,Ignacio,Schmidt,89,2024-01-25,lprada@example.net,629,1
Hombre,96,Sauvage EDT,Ralph Laure,Alfredo,Schneider,71,2024-01-19,crescenciaangulo@example.com,142,9
Hombre,120,Homme intense,Narciso Rodriguez,Ruben,Becker,36,2024-02-07,arsenio98@example.org,367,2
Hombre,356,Le Beau Paradise Garden,Paco Rabanne,Jorge,Lange,86,2024-01-21,ucorominas@example.com,171,10
Hombre,599,Cool water,Thierry Mugler,Diego,Meier,89,2024-01-28,polraimundo@example.net,763,4
Hombre,328,Eros Homme,Adolfo Dominguez,David,Koch,22,2024-01-14,lupita50@example.org,521,1
Hombre,588,Y EDP - Yves Saint Laurent,Georgio Armani,Emilio,Schmid,84,2024-01-10,bdiaz@example.net,47,1
Hombre,230,Acqua di Gio Profondo,Georgio Armani,Francisco,Richter,27,2024-02-26,bartolome64@example.com,700,11
Hombre,52,Dior Homme,Georgio Armani,Raul,Schmitz,33,2024-02-06,rafaelmarin@example.org,726,9
Hombre,199,Heritage,Yves Saint Laurent,Pablo,Perez,85,2024-01-07,pedrosaana-belen@example.net,413,6
Hombre,267,Scandal him,Carolina Herrera,Daniel,Zaruma,90,2024-02-23,jacintoacuna@example.net,839,10
Hombre,451,Eros Homme,Viktor & Rolf,Xavier,Schmid,70,2024-02-26,felicia80@example.com,721,11
Hombre,62,The One intense - Dolce & Gabbana,Bad Boy Elixir,Martín,Lopez,73,2024-01-07,khervas@example.net,531,10
Hombre,528,Toy Boy - Moschino,Thierry Mugler,Andres,Werner,23,2024-01-06,naranjojose@example.com,523,4
Hombre,341,K edt,Paco Rabanne,Ismael,Perez,40,2024-01-29,carvajalchita@example.net,350,5
Hombre,122,Armani Code,Ralph Laure,Mario,Braun,75,2024-01-06,lblasco@example.org,852,3
Hombre,113,Spicebomb Extreme,Bad Boy Elixir,Jorge,Schroder,71,2024-01-24,mmadrigal@example.org,646,11
Hombre,62,Dior Homme,Ralph Laure,Alfredo,Schmid,72,2024-02-25,balcaraz@example.com,765,7
Hombre,448,Luna Rosa Carbon,Viktor & Rolf,Sergio,Krause,64,2024-02-23,bellozoraida@example.net,506,6
Hombre,530,Luna Rosa Black,Hugo Boss,Emilio,Sanchez,51,2024-02-16,javierfiguerola@example.net,900,9
Hombre,353,Stronger whit you,Ralph Laure,Francisco,Meyer,46,2024-01-22,rosariocal@example.org,533,9
Hombre,593,Invictus Victory,Georgio Armani,Lorenzo,Muller,69,2024-01-23,dquintero@example.com,124,11
Hombre,93,Gentleman Society,Yves Saint Laurent,Sergio,Koch,67,2024-01-31,curro77@example.net,168,12
Hombre,653,Bad Boy le Parfum,Ralph Laure,Jose Luis,Schulz,74,2024-01-23,avilesjafet@example.org,474,5
Hombre,117,Sauvage Elixir,Yves Saint Laurent,David,Kuhdi,55,2024-02-09,leandro27@example.org,47,12
Hombre,530,Carolina Herrera,Prada,Lorenzo,Schulze,63,2024-02-21,villalongaazeneth@example.net,87,6
Hombre,415,Bad Boy le Parfum,Viktor & Rolf,Tomas,Wagner,66,2024-01-06,porfiriorojas@example.org,938,10
Hombre,597,Le Beau Paradise Garden,Carolina Herrera,Lorenzo,Hartmann,66,2024-01-10,pascuala88@example.com,426,10
Hombre,691,MYSLF,Carolina Herrera,Manuel,Richter,33,2024-02-20,bernardo50@example.org,367,7
Hombre,302,La nuit de l homme,Adolfo Dominguez,Martín,Hoffmann,46,2024-02-23,ernesto25@example.org,144,6
Hombre,649,K edt,Bad Boy Elixir,Roberto,Hoffmann,59,2024-01-13,wduran@example.org,377,12
Hombre,260,Bad Boy le Parfum,Ralph Laure,Adrian,Braun,67,2024-02-27,cuervofederico@example.org,23,10
Hombre,351,Noir Extreme - Tom Ford,Thierry Mugler,Pablo,Krause,43,2024-01-22,floraportillo@example.net,337,10
Hombre,318,Carolina Herrera,Bad Boy Elixir,Francisco,Wolf,47,2024-02-05,julian78@example.net,525,7
Hombre,581,Uomo Born In Roma - Valentino,Paco Rabanne,Mario,Schmitt,75,2024-01-29,fabrajose-luis@example.org,677,6
Hombre,204,Gentleman EDP,Carolina Herrera,Xavier,Becker,57,2024-02-27,carlosemiliano@example.net,256,12
Hombre,101,Acqua di Gio Parfum,Bad Boy Elixir,Tomas,Schulz,65,2024-02-20,tcarbajo@example.com,358,1
Hombre,211,Phantom Parfum,Viktor & Rolf,Diego,Koch,62,2024-01-08,atilio14@example.net,845,12
Hombre,88,Invictus Victory,Bad Boy Elixir,Rafael,Wagner,32,2024-02-18,marinjose-manuel@example.com,102,10
Hombre,144,Costa Azzurra,Adolfo Dominguez,Raul,Martinez,63,2024-01-23,danilobarcelo@example.com,537,6
Hombre,599,Sauvage EDP,Hugo Boss,Gabriel,Bauer,64,2024-01-27,maximaabril@example.org,721,12
Hombre,409,Creed,Valentino,Ruben,Lopez,87,2024-01-13,warrieta@example.com,211,2
Hombre,315,Phantom Parfum,Narciso Rodriguez,Sergio,Meier,71,2024-02-08,leocadia61@example.com,237,2
Hombre,581,Y men EDT - Yves Saint Laurent,Narciso Rodriguez,Ricardo,Schneider,85,2024-02-08,jpombo@example.net,95,3
Hombre,280,Ultra Male - Jean Paul Gaultier,Viktor & Rolf,Emilio,Schwarz,42,2024-02-14,ncuervo@example.org,202,4
Hombre,414,Cool water,Yves Saint Laurent,Joaquin,Schmitt,25,2024-02-12,penalveralberto@example.org,170,8
Hombre,679,Le Beau Le Parfum,Valentino,Victor,Schmid,28,2024-01-20,diezpriscila@example.com,660,12
Hombre,538,Lima Tonka,Hugo Boss,Sergio,Lange,73,2024-01-09,macaria38@example.com,215,9
Hombre,471,Spicebomb Extreme,Carolina Herrera,Francisco,Schmidt,54,2024-02-22,herminiaiglesia@example.net,133,4
Hombre,462,Sauvage Elixir,Bad Boy Elixir,Fernando,Wolf,46,2024-01-13,zterron@example.net,641,10
Hombre,212,Invictus Victory,Yves Saint Laurent,Felipe,Lehmann,41,2024-01-02,adanhaydee@example.com,177,3
Hombre,595,Stronger with you Absolutely - Giorgio Armani,Prada,Martín,Kuhdi,35,2024-01-19,abelugarte@example.com,515,4
Hombre,378,Y EDP - Yves Saint Laurent,Valentino,Felipe,Meyer,68,2024-02-11,higuerasalba@example.net,769,6
Hombre,531,Boss the scent,Bad Boy Elixir,Felipe,Hoffmann,22,2024-02-09,abonet@example.com,847,8
Hombre,356,Luna Rosa Carbon,Narciso Rodriguez,Pedro,Kruger,25,2024-02-21,godofredoramis@example.net,637,4
Hombre,123,Acqua di Gio Parfum,Carolina Herrera,Alejandro,Krause,77,2024-01-29,candelariasuarez@example.com,805,11
Hombre,406,One Million Elixir,Hugo Boss,Ruben,Schneider,58,2024-01-08,ciriaco45@example.net,357,2
Hombre,559,One Million Elixir,Yves Saint Laurent,Martín,Zimmermann,41,2024-01-08,eloisacampillo@example.com,403,8
Hombre,217,One Million Elixir,Valentino,Daniel,Kruger,85,2024-01-25,marcianoleon@example.org,79,8
Hombre,493,Gentleman intense,Bad Boy Elixir,Oscar,Schwarz,57,2024-01-31,chus55@example.com,509,7
Hombre,371,Noir Extreme - Tom Ford,Adolfo Dominguez,Gonzalo,Hartmann,59,2024-01-16,psastre@example.org,895,8
Hombre,496,Ombre Leather,Georgio Armani,Jaime,Sanchez,23,2024-02-15,salometenorio@example.com,443,5
Hombre,120,Fahrenheit,Hugo Boss,Gabriel,Richter,58,2024-01-28,barredaromulo@example.com,410,3
Hombre,68,Y EDP - Yves Saint Laurent,Valentino,Rafael,Meyer,67,2024-01-24,brunilda42@example.org,438,7
Hombre,365,Eros Flame,Viktor & Rolf,Pablo,Klein,27,2024-02-10,amalia18@example.net,258,10
Hombre,125,Dior Homme,Carolina Herrera,Ricardo,Rodriguez,36,2024-02-04,candelabustamante@example.com,800,2
Hombre,526,Le Beau Le Parfum,Viktor & Rolf,Adrian,Servantes,86,2024-01-17,urbanosalom@example.org,275,9
Hombre,65,Y men EDT - Yves Saint Laurent,Hugo Boss,Gabriel,Richter,88,2024-02-04,celso43@example.com,387,10
Hombre,252,Bleu Noir,Georgio Armani,Ismael,Garcia,63,2024-01-26,maria-carmen95@example.com,850,2
Hombre,406,Luna Rosa Black,Carolina Herrera,Alberto,Schroder,22,2024-02-17,dvalenciano@example.com,637,10
Hombre,494,MYSLF,Carolina Herrera,Jaime,Wagner,67,2024-02-15,pinedaazahar@example.org,364,6
Hombre,466,L Homme Intense,Valentino,Jaime,Krause,29,2024-01-02,aborras@example.com,461,6
Hombre,86,Sauvage Parfum,Narciso Rodriguez,Pedro,Richter,63,2024-02-13,jparedes@example.com,528,9
Hombre,604,Doir Homme intense,Carolina Herrera,David,Zaruma,78,2024-01-30,gaspar97@example.org,253,3
Hombre,497,Scandal him,Narciso Rodriguez,Jose Luis,Zimmermann,69,2024-02-12,petrona43@example.com,585,9
Hombre,123,L Homme Intense,Viktor & Rolf,Raul,Martinez,79,2024-01-02,muleteva@example.com,584,11
Hombre,508,L Homme Intense,Adolfo Dominguez,Victor,Schmitt,44,2024-02-11,psevilla@example.org,744,11
Hombre,150,Acqua di Gio EDP,Thierry Mugler,Eduardo,Rodriguez,56,2024-01-10,andrea51@example.com,107,11
Hombre,89,Polo Blue,Narciso Rodriguez,Felipe,Braun,59,2024-01-25,hectoraguilar@example.net,544,4
Hombre,189,Boss the scent,Carolina Herrera,Xavier,Schroder,37,2024-02-17,martinpedrosa@example.net,398,6
Hombre,187,Y Elixir - Yves Saint Laurent,Ralph Laure,Alejandro,Werner,70,2024-02-18,cvila@example.net,696,2
Hombre,167,L Homme Ideal Extreme,Ralph Laure,Jaime,Wussyt,84,2024-01-09,pbarroso@example.com,78,9
Hombre,431,Doir Homme intense,Paco Rabanne,Sergio,Becker,61,2024-02-21,ballesterosjuliana@example.org,328,6
Hombre,454,Sauvage EDP,Paco Rabanne,Emilio,Koch,34,2024-01-03,martinezcamilo@example.com,700,6
Hombre,636,Acqua di Gio Parfum,Ralph Laure,Felipe,Schroder,72,2024-01-12,carrascocelia@example.org,312,11
Hombre,479,Y Le Parfum - Yves Saint Laurent,Paco Rabanne,Felipe,Lopez,75,2024-01-23,snavas@example.com,950,1
Hombre,63,Sauvage Parfum,Thierry Mugler,Felipe,Gomez,72,2024-01-17,silvioburgos@example.org,894,5
Hombre,317,Le Beau Paradise Garden,Georgio Armani,Daniel,Zaruma,82,2024-01-12,millacirino@example.net,709,7
Hombre,564,Spirit of the Brave - Diesel,Viktor & Rolf,Pablo,Werner,36,2024-01-31,camilomelero@example.net,518,12
Hombre,96,Stronger whit you,Yves Saint Laurent,Pablo,Koch,27,2024-01-09,czabala@example.org,26,11
Hombre,521,Scandal him,Ralph Laure,Tomas,Rodriguez,38,2024-01-18,pizarrohilario@example.com,748,6
Hombre,404,Le Male Parfum,Ralph Laure,Xavier,Galia,62,2024-02-09,fhurtado@example.org,44,11
Hombre,314,Le Male Elixir,Narciso Rodriguez,David,Schulze,28,2024-02-14,florenciomontserrat@example.net,416,6
Hombre,227,Costa Azzurra,Hugo Boss,Julian,Schulze,47,2024-01-31,laguila@example.com,783,1
Hombre,245,Gentleman intense,Viktor & Rolf,Francisco,Gonzalez,41,2024-01-09,encarnacioncanet@example.net,474,9
Hombre,298,212 heroes men,Valentino,David,Lange,37,2024-02-13,begona19@example.net,289,11
Hombre,117,Gentleman Society,Paco Rabanne,Ignacio,Zimmermann,23,2024-01-18,escribanofito@example.com,336,10
Hombre,103,Eros Flame,Paco Rabanne,Sergio,Becker,29,2024-02-23,gasparsalmeron@example.org,323,2
Hombre,195,Noir Extreme - Tom Ford,Carolina Herrera,Rafael,Koch,83,2024-01-19,cpinedo@example.com,788,8
Hombre,299,L Homme Ideal Extreme,Georgio Armani,Ruben,Wolf,78,2024-02-18,eva-maria88@example.com,349,10
Hombre,678,Invictus Victory,Viktor & Rolf,Fernando,Schmitz,77,2024-02-02,nelida47@example.net,463,4
Hombre,504,212 heroes men,Georgio Armani,Tomas,Fernandez,80,2024-01-25,bernadselena@example.org,739,2
Hombre,306,One Million Elixir,Adolfo Dominguez,Tomas,Lopez,75,2024-02-02,zfigueras@example.org,828,4
Hombre,497,Cool water,Hugo Boss,Pedro,Braun,78,2024-02-24,luis34@example.net,222,9
Hombre,534,Sauvage Parfum,Valentino,Gabriel,Fernandez,24,2024-01-23,cristian11@example.org,273,4
Hombre,357,Lima Tonka,Yves Saint Laurent,Pedro,Hoffmann,35,2024-02-20,azaharalozano@example.com,684,7
Hombre,141,Gentleman Society,Paco Rabanne,Tomas,Schafer,24,2024-01-25,kroca@example.com,423,7
Hombre,336,Costa Azzurra,Hugo Boss,Ruben,Hofmann,71,2024-02-01,diego98@example.net,857,1
Hombre,142,Spirit of the Brave - Diesel,Adolfo Dominguez,Alberto,Schroder,45,2024-01-25,kgargallo@example.org,209,7
Hombre,600,Stronger whit you,Viktor & Rolf,Xavier,Schmitz,62,2024-01-07,cuencamaria-del-carmen@example.net,242,8
Hombre,552,Scandal him,Yves Saint Laurent,Lorenzo,Hoffmann,37,2024-01-05,eloy57@example.org,778,5
Hombre,329,Doir Homme intense,Viktor & Rolf,Jorge,Bauer,50,2024-01-02,lvidal@example.net,670,12
Hombre,566,Cedrat Boise Intense,Thierry Mugler,Jose Luis,Servantes,77,2024-01-06,priscilagutierrez@example.net,210,11
Hombre,518,L Homme Ideal Extreme,Viktor & Rolf,Juan Jose,Gomez,25,2024-01-02,roberto78@example.net,801,9
Hombre,574,The Most Wanted - Azaro,Yves Saint Laurent,Raul,Wolf,72,2024-01-20,carmelitarios@example.org,415,3
Hombre,429,Le Male Parfum,Valentino,Oscar,Neumann,32,2024-01-17,telmoferrandiz@example.com,208,6
Hombre,115,Ultra Male - Jean Paul Gaultier,Prada,Gonzalo,Fischer,30,2024-02-01,abel66@example.com,331,1
Hombre,429,K,Narciso Rodriguez,Oscar,Muller,37,2024-02-02,kegea@example.com,598,3
Hombre,612,Man in Black,Valentino,Joaquin,Richter,53,2024-02-23,nereaalcala@example.org,389,5
Hombre,245,Spirit of the Brave - Diesel,Georgio Armani,Jorge,Klein,22,2024-01-07,collrosalina@example.org,663,1
Hombre,498,The Most Wanted - Azaro,Narciso Rodriguez,Juan Jose,Lopez,67,2024-01-01,kvigil@example.com,151,5
Hombre,177,Gentleman Society,Hugo Boss,Juan Jose,Schulze,78,2024-02-13,rodolfo27@example.org,19,9
Hombre,494,Ombre Leather,Narciso Rodriguez,Daniel,Meyer,79,2024-01-11,zacarias33@example.net,635,8
Hombre,506,Luna Rosa Carbon,Carolina Herrera,Jorge,Schroder,66,2024-01-29,mchaparro@example.com,948,7
Hombre,177,Le Male Elixir,Viktor & Rolf,Raul,Schmidt,49,2024-01-20,sandra58@example.org,241,2
Hombre,423,Man in Black,Carolina Herrera,David,Kruger,90,2024-01-07,pozoadela@example.org,925,4
Hombre,230,Man in Black,Narciso Rodriguez,Roberto,Krause,76,2024-02-22,qpatino@example.org,564,1
Hombre,581,L Homme,Narciso Rodriguez,Gonzalo,Schmitt,89,2024-02-20,dbas@example.org,19,6
Hombre,156,Sauvage Elixir,Prada,Francisco,Sanchez,67,2024-01-24,oreal@example.net,654,5
Hombre,270,Polo Blue,Valentino,Fernando,Meier,34,2024-01-07,angelino68@example.com,86,2
Hombre,215,Man in Black,Ralph Laure,Andres,Hoffmann,74,2024-02-16,paredesaitor@example.net,58,8
Hombre,432,Cedrat Boise Intense,Narciso Rodriguez,Diego,Becker,59,2024-01-29,hpenalver@example.com,399,7
Hombre,261,Heritage,Adolfo Dominguez,Alberto,Bauer,25,2024-01-02,pastoranevado@example.com,43,9
Hombre,54,Armani Code EDP,Viktor & Rolf,Mario,Schmitt,26,2024-02-01,heliodoroenriquez@example.net,399,5
Hombre,146,Stronger with you Absolutely - Giorgio Armani,Adolfo Dominguez,Fernando,Kruger,76,2024-02-22,oscar47@example.net,359,7
Hombre,396,Phantom,Hugo Boss,Rafael,Kruger,58,2024-02-25,eligioguijarro@example.com,529,5
Hombre,695,Sauvage Elixir,Ralph Laure,Mario,Meier,44,2024-01-31,guadalupeojeda@example.net,366,7
Hombre,496,Costa Azzurra,Viktor & Rolf,Mario,Kuhdi,23,2024-02-07,estelapedrosa@example.org,604,2
Hombre,154,The one homme,Yves Saint Laurent,Pedro,Hofmann,68,2024-01-05,luciacanet@example.net,159,10
Hombre,102,Acqua di Gio Profondo,Hugo Boss,Alfredo,Schmidt,46,2024-02-02,amalo@example.org,263,5
Hombre,678,Dior Homme,Thierry Mugler,Daniel,Lopez,51,2024-02-22,josesarabia@example.net,131,4
Hombre,180,MYSLF,Hugo Boss,Martín,Zaruma,31,2024-02-25,pomaresamilcar@example.net,700,1
Hombre,687,Toy Boy - Moschino,Carolina Herrera,Julian,Werner,41,2024-02-12,niglesia@example.com,831,5
Hombre,177,Noir Extreme - Tom Ford,Prada,Martín,Schwarz,28,2024-01-07,farellano@example.org,464,12
Hombre,217,Stronger with you Absolutely - Giorgio Armani,Paco Rabanne,Andres,Richter,57,2024-02-22,dominga09@example.net,746,9
Hombre,625,Uomo Born In Roma - Valentino,Carolina Herrera,Gonzalo,Rodriguez,25,2024-02-02,maria-angelesquesada@example.org,780,3
Hombre,195,Phantom,Ralph Laure,Manuel,Perez,50,2024-01-24,redondomicaela@example.com,760,7
Hombre,58,L Homme Ideal Extreme,Georgio Armani,David,Muller,23,2024-01-21,kferreras@example.com,657,8
Hombre,498,A men,Thierry Mugler,Sergio,Meyer,39,2024-01-04,espadaitziar@example.org,813,8
Hombre,363,Bleu Noir,Adolfo Dominguez,Andres,Bauer,44,2024-01-24,custodioquiros@example.com,552,2
Hombre,209,L Homme,Prada,Oscar,Zaruma,54,2024-01-20,cornelioramirez@example.org,179,11
Hombre,332,The Most Wanted - Azaro,Thierry Mugler,Rafael,Lopez,47,2024-01-11,herminiacarranza@example.com,463,3
Hombre,272,Boss the scent,Adolfo Dominguez,Adrian,Neumann,48,2024-02-24,lalonso@example.org,605,5
Hombre,609,Toy Boy - Moschino,Thierry Mugler,Sergio,Weber,34,2024-01-02,xlasa@example.net,95,5
Hombre,122,Carolina Herrera,Georgio Armani,Tomas,Fittigi,32,2024-02-12,atilio76@example.org,354,4
Hombre,614,Spicebomb Extreme,Yves Saint Laurent,Ruben,Lange,81,2024-02-08,maria-pilar39@example.com,616,4
Hombre,447,Scandal him,Valentino,Tomas,Meier,65,2024-02-14,belmontecalixta@example.com,50,9
Hombre,266,Fahrenheit,Narciso Rodriguez,Ruben,Fittigi,30,2024-01-11,ptrillo@example.com,225,7
Hombre,654,Le Beau Le Parfum,Carolina Herrera,Emilio,Werner,27,2024-01-30,yestevez@example.com,191,3
Hombre,219,Noir Extreme - Tom Ford,Viktor & Rolf,Ignacio,Schafer,20,2024-01-26,marcialferrer@example.org,882,9
Hombre,558,K edt,Narciso Rodriguez,Juan Jose,Diaz,21,2024-02-13,bastidaamancio@example.net,484,4
Hombre,482,Heritage,Ralph Laure,Fernando,Weber,80,2024-02-10,chus79@example.com,885,9
Hombre,178,Heritage,Adolfo Dominguez,Ismael,Hartmann,40,2024-02-01,gregorio68@example.net,355,11
